,story,story_uid,sound_id,kind,start,sound,onset,duration,orig_time,phoneme,sequence_id,condition,word_index,speech_rate,voice,pronounced,word,word_onset
710,lw1,0.0,0.0,word,74.7,stimuli/audio/lw1_0.wav,98.206,0.6199999999999903,2000-01-01 00:00:00+00:00,,11.0,sentence,0.0,145.0,Allison,1.0,Harmon,True
717,lw1,0.0,0.0,word,75.78,stimuli/audio/lw1_0.wav,99.286,0.1700000000000017,2000-01-01 00:00:00+00:00,,11.0,sentence,2.0,145.0,Allison,1.0,that,True
721,lw1,0.0,0.0,word,75.95,stimuli/audio/lw1_0.wav,99.456,0.2399999999999948,2000-01-01 00:00:00+00:00,,11.0,sentence,3.0,145.0,Allison,1.0,good,True
725,lw1,0.0,0.0,word,76.35,stimuli/audio/lw1_0.wav,99.856,0.4500000000000028,2000-01-01 00:00:00+00:00,,11.0,sentence,5.0,145.0,Allison,1.0,nothing,True
731,lw1,0.0,0.0,word,76.8,stimuli/audio/lw1_0.wav,100.306,0.2000000000000028,2000-01-01 00:00:00+00:00,,11.0,sentence,6.0,145.0,Allison,1.0,son,True
735,lw1,0.0,0.0,word,77.0,stimuli/audio/lw1_0.wav,100.506,0.1700000000000017,2000-01-01 00:00:00+00:00,,11.0,sentence,7.0,145.0,Allison,1.0,of,True
738,lw1,0.0,0.0,word,77.22,stimuli/audio/lw1_0.wav,100.726,0.3200000000000074,2000-01-01 00:00:00+00:00,,11.0,sentence,9.0,145.0,Allison,1.0,beta,True
743,lw1,0.0,0.0,word,77.66,stimuli/audio/lw1_0.wav,101.166,0.2000000000000028,2000-01-01 00:00:00+00:00,,11.0,sentence,11.0,145.0,Allison,1.0,get,True
747,lw1,0.0,0.0,word,77.86,stimuli/audio/lw1_0.wav,101.366,0.2099999999999937,2000-01-01 00:00:00+00:00,,11.0,sentence,12.0,145.0,Allison,1.0,his,True
751,lw1,0.0,0.0,word,79.23,stimuli/audio/lw1_0.wav,102.736,0.1299999999999954,2000-01-01 00:00:00+00:00,,11.0,sentence,15.0,145.0,Allison,1.0,the,True
754,lw1,0.0,0.0,word,79.36,stimuli/audio/lw1_0.wav,102.866,0.2399999999999948,2000-01-01 00:00:00+00:00,,11.0,sentence,16.0,145.0,Allison,1.0,gate,True
758,lw1,0.0,0.0,word,79.6,stimuli/audio/lw1_0.wav,103.106,0.1800000000000068,2000-01-01 00:00:00+00:00,,11.0,sentence,17.0,145.0,Allison,1.0,and,True
762,lw1,0.0,0.0,word,80.54,stimuli/audio/lw1_0.wav,104.046,0.2099999999999937,2000-01-01 00:00:00+00:00,,11.0,sentence,19.0,145.0,Allison,1.0,here,True
766,lw1,0.0,0.0,word,80.75,stimuli/audio/lw1_0.wav,104.256,0.4399999999999977,2000-01-01 00:00:00+00:00,,11.0,sentence,20.0,145.0,Allison,1.0,NOW,True
769,lw1,0.0,0.0,word,81.4,stimuli/audio/lw1_0.wav,104.906,0.25,2000-01-01 00:00:00+00:00,,11.0,sentence,21.0,145.0,Allison,1.0,or,True
772,lw1,0.0,0.0,word,81.95,stimuli/audio/lw1_0.wav,105.456,0.3799999999999954,2000-01-01 00:00:00+00:00,,11.0,sentence,24.0,145.0,Allison,1.0,open,True
777,lw1,0.0,0.0,word,82.33,stimuli/audio/lw1_0.wav,105.836,0.4300000000000068,2000-01-01 00:00:00+00:00,,11.0,sentence,25.0,145.0,Allison,1.0,fire,True
781,lw1,0.0,0.0,word,82.76,stimuli/audio/lw1_0.wav,106.266,0.2199999999999988,2000-01-01 00:00:00+00:00,,11.0,sentence,26.0,145.0,Allison,1.0,on,True
784,lw1,0.0,0.0,word,82.99,stimuli/audio/lw1_0.wav,106.496,0.1800000000000068,2000-01-01 00:00:00+00:00,,11.0,sentence,27.0,145.0,Allison,1.0,him,True
788,lw1,0.0,0.0,word,83.17,stimuli/audio/lw1_0.wav,106.676,0.269999999999996,2000-01-01 00:00:00+00:00,,11.0,sentence,28.0,145.0,Allison,1.0,when,True
792,lw1,0.0,0.0,word,83.44,stimuli/audio/lw1_0.wav,106.946,0.1599999999999966,2000-01-01 00:00:00+00:00,,11.0,sentence,29.0,145.0,Allison,1.0,we,True
795,lw1,0.0,0.0,word,83.599999,stimuli/audio/lw1_0.wav,107.106,0.2600000000000051,2000-01-01 00:00:00+00:00,,11.0,sentence,30.0,145.0,Allison,1.0,come,True
799,lw1,0.0,0.0,word,84.87,stimuli/audio/lw1_0.wav,108.376,0.4899999999999949,2000-01-01 00:00:00+00:00,,11.0,sentence,33.0,145.0,Allison,1.0,Tara,True
804,lw1,0.0,0.0,word,86.37,stimuli/audio/lw1_0.wav,109.876,0.2099999999999937,2000-01-01 00:00:00+00:00,,12.0,sentence,0.0,145.0,Allison,1.0,Of,True
807,lw1,0.0,0.0,word,86.58,stimuli/audio/lw1_0.wav,110.086,0.2100000000000079,2000-01-01 00:00:00+00:00,,12.0,sentence,1.0,145.0,Allison,1.0,all,True
810,lw1,0.0,0.0,word,86.79,stimuli/audio/lw1_0.wav,110.296,0.2099999999999937,2000-01-01 00:00:00+00:00,,12.0,sentence,2.0,145.0,Allison,1.0,the,True
813,lw1,0.0,0.0,word,90.33,stimuli/audio/lw1_0.wav,113.836,0.2199999999999988,2000-01-01 00:00:00+00:00,,13.0,sentence,1.0,145.0,Allison,1.0,no,True
816,lw1,0.0,0.0,word,90.55,stimuli/audio/lw1_0.wav,114.056,0.3700000000000045,2000-01-01 00:00:00+00:00,,13.0,sentence,2.0,145.0,Allison,1.0,doubt,True
820,lw1,0.0,0.0,word,90.94,stimuli/audio/lw1_0.wav,114.446,0.1899999999999977,2000-01-01 00:00:00+00:00,,13.0,sentence,3.0,145.0,Allison,1.0,with,True
824,lw1,0.0,0.0,word,91.139999,stimuli/audio/lw1_0.wav,114.646,0.4500000000000028,2000-01-01 00:00:00+00:00,,13.0,sentence,4.0,145.0,Allison,1.0,orders,True
830,lw1,0.0,0.0,word,91.59,stimuli/audio/lw1_0.wav,115.096,0.2399999999999948,2000-01-01 00:00:00+00:00,,13.0,sentence,5.0,145.0,Allison,1.0,from,True
835,lw1,0.0,0.0,word,91.83,stimuli/audio/lw1_0.wav,115.336,0.6299999999999955,2000-01-01 00:00:00+00:00,,13.0,sentence,6.0,145.0,Allison,1.0,Mason,True
841,lw1,0.0,0.0,word,92.68,stimuli/audio/lw1_0.wav,116.186,0.269999999999996,2000-01-01 00:00:00+00:00,,13.0,sentence,7.0,145.0,Allison,1.0,was,True
845,lw1,0.0,0.0,word,92.95,stimuli/audio/lw1_0.wav,116.456,0.6599999999999966,2000-01-01 00:00:00+00:00,,13.0,sentence,8.0,145.0,Allison,1.0,questioning,True
855,lw1,0.0,0.0,word,93.62,stimuli/audio/lw1_0.wav,117.126,0.1499999999999914,2000-01-01 00:00:00+00:00,,13.0,sentence,9.0,145.0,Allison,1.0,her,True
858,lw1,0.0,0.0,word,93.77,stimuli/audio/lw1_0.wav,117.276,0.5200000000000102,2000-01-01 00:00:00+00:00,,13.0,sentence,10.0,145.0,Allison,1.0,command,True
865,lw1,0.0,0.0,word,94.29,stimuli/audio/lw1_0.wav,117.796,0.9599999999999936,2000-01-01 00:00:00+00:00,,13.0,sentence,11.0,145.0,Allison,1.0,decisions,True
875,lw1,0.0,1.0,word,0.44,stimuli/audio/lw1_1.wav,127.625,0.21,2000-01-01 00:00:00+00:00,,14.0,sentence,2.0,145.0,Allison,1.0,what,True
878,lw1,0.0,1.0,word,0.65,stimuli/audio/lw1_1.wav,127.835,0.0899999999999999,2000-01-01 00:00:00+00:00,,14.0,sentence,3.0,145.0,Allison,1.0,I,True
881,lw1,0.0,1.0,word,0.75,stimuli/audio/lw1_1.wav,127.935,0.27,2000-01-01 00:00:00+00:00,,14.0,sentence,4.0,145.0,Allison,1.0,get,True
885,lw1,0.0,1.0,word,1.02,stimuli/audio/lw1_1.wav,128.205,0.1499999999999999,2000-01-01 00:00:00+00:00,,14.0,sentence,5.0,145.0,Allison,1.0,for,True
889,lw1,0.0,1.0,word,1.17,stimuli/audio/lw1_1.wav,128.355,0.28,2000-01-01 00:00:00+00:00,,14.0,sentence,6.0,145.0,Allison,1.0,not,True
893,lw1,0.0,1.0,word,1.46,stimuli/audio/lw1_1.wav,128.645,0.4599999999999999,2000-01-01 00:00:00+00:00,,14.0,sentence,7.0,145.0,Allison,1.0,using,True
899,lw1,0.0,1.0,word,1.92,stimuli/audio/lw1_1.wav,129.105,1.0700000000000005,2000-01-01 00:00:00+00:00,,14.0,sentence,8.0,145.0,Allison,1.0,mercenaries,True
909,lw1,0.0,1.0,word,4.23,stimuli/audio/lw1_1.wav,131.415,0.2899999999999991,2000-01-01 00:00:00+00:00,,15.0,sentence,0.0,145.0,Allison,1.0,She,True
912,lw1,0.0,1.0,word,4.52,stimuli/audio/lw1_1.wav,131.705,0.5200000000000005,2000-01-01 00:00:00+00:00,,15.0,sentence,1.0,145.0,Allison,1.0,returned,True
919,lw1,0.0,1.0,word,5.04,stimuli/audio/lw1_1.wav,132.225,0.0899999999999998,2000-01-01 00:00:00+00:00,,15.0,sentence,2.0,145.0,Allison,1.0,to,True
922,lw1,0.0,1.0,word,5.13,stimuli/audio/lw1_1.wav,132.315,0.1600000000000001,2000-01-01 00:00:00+00:00,,15.0,sentence,3.0,145.0,Allison,1.0,her,True
925,lw1,0.0,1.0,word,5.29,stimuli/audio/lw1_1.wav,132.475,0.6200000000000001,2000-01-01 00:00:00+00:00,,15.0,sentence,4.0,145.0,Allison,1.0,watch,True
929,lw1,0.0,1.0,word,6.11,stimuli/audio/lw1_1.wav,133.295,0.6599999999999993,2000-01-01 00:00:00+00:00,,15.0,sentence,5.0,145.0,Allison,1.0,regarding,True
938,lw1,0.0,1.0,word,6.77,stimuli/audio/lw1_1.wav,133.955,0.2000000000000001,2000-01-01 00:00:00+00:00,,15.0,sentence,6.0,145.0,Allison,1.0,her,True
941,lw1,0.0,1.0,word,6.98,stimuli/audio/lw1_1.wav,134.165,0.3099999999999996,2000-01-01 00:00:00+00:00,,15.0,sentence,7.0,145.0,Allison,1.0,own,True
944,lw1,0.0,1.0,word,7.29,stimuli/audio/lw1_1.wav,134.475,0.6699999999999999,2000-01-01 00:00:00+00:00,,15.0,sentence,8.0,145.0,Allison,1.0,reflection,True
954,lw1,0.0,1.0,word,7.96,stimuli/audio/lw1_1.wav,135.145,0.1000000000000005,2000-01-01 00:00:00+00:00,,15.0,sentence,9.0,145.0,Allison,1.0,in,True
957,lw1,0.0,1.0,word,8.059999,stimuli/audio/lw1_1.wav,135.245,0.1100000000000012,2000-01-01 00:00:00+00:00,,15.0,sentence,10.0,145.0,Allison,1.0,the,True
960,lw1,0.0,1.0,word,8.17,stimuli/audio/lw1_1.wav,135.355,0.3599999999999994,2000-01-01 00:00:00+00:00,,15.0,sentence,11.0,145.0,Allison,1.0,long,True
964,lw1,0.0,1.0,word,8.53,stimuli/audio/lw1_1.wav,135.715,0.6100000000000012,2000-01-01 00:00:00+00:00,,15.0,sentence,12.0,145.0,Allison,1.0,window,True
970,lw1,0.0,1.0,word,9.5,stimuli/audio/lw1_1.wav,136.685,0.8300000000000001,2000-01-01 00:00:00+00:00,,16.0,sentence,0.0,145.0,Allison,1.0,Mahogany,True
979,lw1,0.0,1.0,word,10.57,stimuli/audio/lw1_1.wav,137.755,0.4499999999999993,2000-01-01 00:00:00+00:00,,16.0,sentence,1.0,145.0,Allison,1.0,black,True
984,lw1,0.0,1.0,word,11.03,stimuli/audio/lw1_1.wav,138.215,0.4400000000000013,2000-01-01 00:00:00+00:00,,16.0,sentence,2.0,145.0,Allison,1.0,curly,True
989,lw1,0.0,1.0,word,11.469999,stimuli/audio/lw1_1.wav,138.655,0.4600000000000008,2000-01-01 00:00:00+00:00,,16.0,sentence,3.0,145.0,Allison,1.0,hair,True
993,lw1,0.0,1.0,word,12.17,stimuli/audio/lw1_1.wav,139.355,0.2400000000000002,2000-01-01 00:00:00+00:00,,16.0,sentence,4.0,145.0,Allison,1.0,cut,True
997,lw1,0.0,1.0,word,12.41,stimuli/audio/lw1_1.wav,139.595,0.3100000000000005,2000-01-01 00:00:00+00:00,,16.0,sentence,5.0,145.0,Allison,1.0,short,True
1002,lw1,0.0,1.0,word,12.719999,stimuli/audio/lw1_1.wav,139.905,0.0999999999999996,2000-01-01 00:00:00+00:00,,16.0,sentence,6.0,145.0,Allison,1.0,in,True
1005,lw1,0.0,1.0,word,12.82,stimuli/audio/lw1_1.wav,140.005,0.1099999999999994,2000-01-01 00:00:00+00:00,,16.0,sentence,7.0,145.0,Allison,1.0,the,True
1008,lw1,0.0,1.0,word,12.929999,stimuli/audio/lw1_1.wav,140.115,0.5299999999999994,2000-01-01 00:00:00+00:00,,16.0,sentence,8.0,145.0,Allison,1.0,typical,True
1016,lw1,0.0,1.0,word,13.46,stimuli/audio/lw1_1.wav,140.645,0.6999999999999993,2000-01-01 00:00:00+00:00,,16.0,sentence,9.0,145.0,Allison,1.0,military,True
1025,lw1,0.0,1.0,word,14.16,stimuli/audio/lw1_1.wav,141.345,0.4199999999999999,2000-01-01 00:00:00+00:00,,16.0,sentence,10.0,145.0,Allison,1.0,style,True
1030,lw1,0.0,1.0,word,14.589999,stimuli/audio/lw1_1.wav,141.775,0.3599999999999994,2000-01-01 00:00:00+00:00,,16.0,sentence,11.0,145.0,Allison,1.0,framed,True
1035,lw1,0.0,1.0,word,14.95,stimuli/audio/lw1_1.wav,142.135,0.0899999999999998,2000-01-01 00:00:00+00:00,,16.0,sentence,12.0,145.0,Allison,1.0,a,True
1038,lw1,0.0,1.0,word,16.109999,stimuli/audio/lw1_1.wav,143.295,0.7100000000000009,2000-01-01 00:00:00+00:00,,16.0,sentence,14.0,145.0,Allison,1.0,dark,True
1043,lw1,0.0,1.0,word,17.049999,stimuli/audio/lw1_1.wav,144.235,0.4400000000000013,2000-01-01 00:00:00+00:00,,16.0,sentence,15.0,145.0,Allison,1.0,skinned,True
1049,lw1,0.0,1.0,word,17.49,stimuli/audio/lw1_1.wav,144.675,0.610000000000003,2000-01-01 00:00:00+00:00,,16.0,sentence,16.0,145.0,Allison,1.0,face,True
1053,lw1,0.0,1.0,word,18.76,stimuli/audio/lw1_1.wav,145.945,0.1899999999999977,2000-01-01 00:00:00+00:00,,17.0,sentence,0.0,145.0,Allison,1.0,It,True
1056,lw1,0.0,1.0,word,18.949999,stimuli/audio/lw1_1.wav,146.135,0.2300000000000004,2000-01-01 00:00:00+00:00,,17.0,sentence,1.0,145.0,Allison,1.0,was,True
1060,lw1,0.0,1.0,word,19.18,stimuli/audio/lw1_1.wav,146.365,0.25,2000-01-01 00:00:00+00:00,,17.0,sentence,2.0,145.0,Allison,1.0,not,True
1064,lw1,0.0,1.0,word,19.43,stimuli/audio/lw1_1.wav,146.615,0.1400000000000005,2000-01-01 00:00:00+00:00,,17.0,sentence,3.0,145.0,Allison,1.0,an,True
1067,lw1,0.0,1.0,word,19.68,stimuli/audio/lw1_1.wav,146.865,0.6600000000000001,2000-01-01 00:00:00+00:00,,17.0,sentence,4.0,145.0,Allison,1.0,attractive,True
1076,lw1,0.0,1.0,word,20.35,stimuli/audio/lw1_1.wav,147.535,0.3499999999999978,2000-01-01 00:00:00+00:00,,17.0,sentence,5.0,145.0,Allison,1.0,face,True
1080,lw1,0.0,1.0,word,20.71,stimuli/audio/lw1_1.wav,147.895,0.2899999999999991,2000-01-01 00:00:00+00:00,,17.0,sentence,6.0,145.0,Allison,1.0,right,True
1084,lw1,0.0,1.0,word,21.02,stimuli/audio/lw1_1.wav,148.205,0.4400000000000013,2000-01-01 00:00:00+00:00,,17.0,sentence,7.0,145.0,Allison,1.0,now,True
1087,lw1,0.0,1.0,word,21.7,stimuli/audio/lw1_1.wav,148.885,0.240000000000002,2000-01-01 00:00:00+00:00,,17.0,sentence,8.0,145.0,Allison,1.0,her,True
1090,lw1,0.0,1.0,word,21.94,stimuli/audio/lw1_1.wav,149.125,0.379999999999999,2000-01-01 00:00:00+00:00,,17.0,sentence,9.0,145.0,Allison,1.0,ebony,True
1096,lw1,0.0,1.0,word,22.32,stimuli/audio/lw1_1.wav,149.505,0.1900000000000012,2000-01-01 00:00:00+00:00,,17.0,sentence,10.0,145.0,Allison,1.0,eyes,True
1099,lw1,0.0,1.0,word,23.32,stimuli/audio/lw1_1.wav,150.505,0.259999999999998,2000-01-01 00:00:00+00:00,,17.0,sentence,12.0,145.0,Allison,1.0,by,True
1102,lw1,0.0,1.0,word,23.58,stimuli/audio/lw1_1.wav,150.765,0.4300000000000032,2000-01-01 00:00:00+00:00,,17.0,sentence,13.0,145.0,Allison,1.0,hours,True
1106,lw1,0.0,1.0,word,24.01,stimuli/audio/lw1_1.wav,151.195,0.1899999999999977,2000-01-01 00:00:00+00:00,,17.0,sentence,14.0,145.0,Allison,1.0,on,True
1109,lw1,0.0,1.0,word,24.2,stimuli/audio/lw1_1.wav,151.385,0.120000000000001,2000-01-01 00:00:00+00:00,,17.0,sentence,15.0,145.0,Allison,1.0,the,True
1112,lw1,0.0,1.0,word,24.32,stimuli/audio/lw1_1.wav,151.505,0.6400000000000006,2000-01-01 00:00:00+00:00,,17.0,sentence,16.0,145.0,Allison,1.0,watch,True
1116,lw1,0.0,1.0,word,25.22,stimuli/audio/lw1_1.wav,152.405,0.2699999999999996,2000-01-01 00:00:00+00:00,,17.0,sentence,17.0,145.0,Allison,1.0,full,True
1120,lw1,0.0,1.0,word,25.49,stimuli/audio/lw1_1.wav,152.675,0.4500000000000028,2000-01-01 00:00:00+00:00,,17.0,sentence,18.0,145.0,Allison,1.0,lips,True
1125,lw1,0.0,1.0,word,26.22,stimuli/audio/lw1_1.wav,153.405,0.240000000000002,2000-01-01 00:00:00+00:00,,17.0,sentence,20.0,145.0,Allison,1.0,with,True
1129,lw1,0.0,1.0,word,26.46,stimuli/audio/lw1_1.wav,153.645,1.1099999999999994,2000-01-01 00:00:00+00:00,,17.0,sentence,21.0,145.0,Allison,1.0,frustration,True
1140,lw1,0.0,1.0,word,27.889999,stimuli/audio/lw1_1.wav,155.075,0.2899999999999991,2000-01-01 00:00:00+00:00,,18.0,sentence,0.0,145.0,Allison,1.0,She,True
1143,lw1,0.0,1.0,word,28.179999,stimuli/audio/lw1_1.wav,155.365,0.2300000000000004,2000-01-01 00:00:00+00:00,,18.0,sentence,1.0,145.0,Allison,1.0,had,True
1147,lw1,0.0,1.0,word,28.42,stimuli/audio/lw1_1.wav,155.605,0.139999999999997,2000-01-01 00:00:00+00:00,,18.0,sentence,2.0,145.0,Allison,1.0,the,True
1150,lw1,0.0,1.0,word,28.559999,stimuli/audio/lw1_1.wav,155.745,0.259999999999998,2000-01-01 00:00:00+00:00,,18.0,sentence,3.0,145.0,Allison,1.0,look,True
1154,lw1,0.0,1.0,word,28.83,stimuli/audio/lw1_1.wav,156.015,0.1500000000000021,2000-01-01 00:00:00+00:00,,18.0,sentence,4.0,145.0,Allison,1.0,of,True
1157,lw1,0.0,1.0,word,28.99,stimuli/audio/lw1_1.wav,156.175,0.4300000000000032,2000-01-01 00:00:00+00:00,,18.0,sentence,5.0,145.0,Allison,1.0,every,True
1162,lw1,0.0,1.0,word,29.42,stimuli/audio/lw1_1.wav,156.605,0.3599999999999994,2000-01-01 00:00:00+00:00,,18.0,sentence,6.0,145.0,Allison,1.0,leader,True
1167,lw1,0.0,1.0,word,29.78,stimuli/audio/lw1_1.wav,156.965,0.1999999999999993,2000-01-01 00:00:00+00:00,,18.0,sentence,7.0,145.0,Allison,1.0,she,True
1170,lw1,0.0,1.0,word,29.98,stimuli/audio/lw1_1.wav,157.165,0.25,2000-01-01 00:00:00+00:00,,18.0,sentence,8.0,145.0,Allison,1.0,had,True
1174,lw1,0.0,1.0,word,30.23,stimuli/audio/lw1_1.wav,157.415,0.2699999999999996,2000-01-01 00:00:00+00:00,,18.0,sentence,9.0,145.0,Allison,1.0,ever,True
1178,lw1,0.0,1.0,word,30.5,stimuli/audio/lw1_1.wav,157.685,0.5199999999999996,2000-01-01 00:00:00+00:00,,18.0,sentence,10.0,145.0,Allison,1.0,known,True
1182,lw1,0.0,1.0,word,31.61,stimuli/audio/lw1_1.wav,158.795,0.2100000000000008,2000-01-01 00:00:00+00:00,,19.0,sentence,0.0,145.0,Allison,1.0,At,True
1185,lw1,0.0,1.0,word,31.82,stimuli/audio/lw1_1.wav,159.005,0.3399999999999963,2000-01-01 00:00:00+00:00,,19.0,sentence,1.0,145.0,Allison,1.0,six,True
1190,lw1,0.0,1.0,word,32.16,stimuli/audio/lw1_1.wav,159.345,0.2000000000000028,2000-01-01 00:00:00+00:00,,19.0,sentence,2.0,145.0,Allison,1.0,foot,True
1194,lw1,0.0,1.0,word,32.41,stimuli/audio/lw1_1.wav,159.595,0.4300000000000068,2000-01-01 00:00:00+00:00,,19.0,sentence,3.0,145.0,Allison,1.0,two,True
1197,lw1,0.0,1.0,word,33.08,stimuli/audio/lw1_1.wav,160.265,0.2600000000000051,2000-01-01 00:00:00+00:00,,19.0,sentence,4.0,145.0,Allison,1.0,she,True
1200,lw1,0.0,1.0,word,33.339999,stimuli/audio/lw1_1.wav,160.525,0.3299999999999983,2000-01-01 00:00:00+00:00,,19.0,sentence,5.0,145.0,Allison,1.0,stood,True
1204,lw1,0.0,1.0,word,33.67,stimuli/audio/lw1_1.wav,160.855,0.0899999999999963,2000-01-01 00:00:00+00:00,,19.0,sentence,6.0,145.0,Allison,1.0,a,True
1207,lw1,0.0,1.0,word,33.759999,stimuli/audio/lw1_1.wav,160.945,0.3200000000000003,2000-01-01 00:00:00+00:00,,19.0,sentence,7.0,145.0,Allison,1.0,full,True
1211,lw1,0.0,1.0,word,34.09,stimuli/audio/lw1_1.wav,161.275,0.3199999999999932,2000-01-01 00:00:00+00:00,,19.0,sentence,8.0,145.0,Allison,1.0,head,True
1215,lw1,0.0,1.0,word,34.41,stimuli/audio/lw1_1.wav,161.595,0.4400000000000048,2000-01-01 00:00:00+00:00,,19.0,sentence,9.0,145.0,Allison,1.0,taller,True
1220,lw1,0.0,1.0,word,34.85,stimuli/audio/lw1_1.wav,162.035,0.2299999999999968,2000-01-01 00:00:00+00:00,,19.0,sentence,10.0,145.0,Allison,1.0,than,True
1224,lw1,0.0,1.0,word,35.08,stimuli/audio/lw1_1.wav,162.265,0.3000000000000042,2000-01-01 00:00:00+00:00,,19.0,sentence,11.0,145.0,Allison,1.0,even,True
1229,lw1,0.0,1.0,word,35.379999,stimuli/audio/lw1_1.wav,162.565,0.2600000000000051,2000-01-01 00:00:00+00:00,,19.0,sentence,12.0,145.0,Allison,1.0,her,True
1232,lw1,0.0,1.0,word,36.109999,stimuli/audio/lw1_1.wav,163.295,0.4799999999999969,2000-01-01 00:00:00+00:00,,19.0,sentence,14.0,145.0,Allison,1.0,first,True
1237,lw1,0.0,1.0,word,36.6,stimuli/audio/lw1_1.wav,163.785,0.6899999999999977,2000-01-01 00:00:00+00:00,,19.0,sentence,15.0,145.0,Allison,1.0,officer,True
1243,lw1,0.0,1.0,word,37.73,stimuli/audio/lw1_1.wav,164.915,0.2700000000000031,2000-01-01 00:00:00+00:00,,20.0,word_list,0.0,145.0,Allison,1.0,than,True
1247,lw1,0.0,1.0,word,38.0,stimuli/audio/lw1_1.wav,165.185,0.5600000000000023,2000-01-01 00:00:00+00:00,,20.0,word_list,1.0,145.0,Allison,1.0,golden,True
1254,lw1,0.0,1.0,word,38.56,stimuli/audio/lw1_1.wav,165.745,0.4199999999999946,2000-01-01 00:00:00+00:00,,20.0,word_list,2.0,145.0,Allison,1.0,craft,True
1260,lw1,0.0,1.0,word,38.99,stimuli/audio/lw1_1.wav,166.175,0.25,2000-01-01 00:00:00+00:00,,20.0,word_list,3.0,145.0,Allison,1.0,blew,True
1264,lw1,0.0,1.0,word,39.24,stimuli/audio/lw1_1.wav,166.425,0.519999999999996,2000-01-01 00:00:00+00:00,,20.0,word_list,4.0,145.0,Allison,1.0,prepare,True
1271,lw1,0.0,1.0,word,39.79,stimuli/audio/lw1_1.wav,166.975,0.3800000000000025,2000-01-01 00:00:00+00:00,,20.0,word_list,5.0,145.0,Allison,1.0,color,True
1276,lw1,0.0,1.0,word,40.17,stimuli/audio/lw1_1.wav,167.355,0.6499999999999986,2000-01-01 00:00:00+00:00,,20.0,word_list,6.0,145.0,Allison,1.0,attractive,True
1285,lw1,0.0,1.0,word,40.86,stimuli/audio/lw1_1.wav,168.045,0.4399999999999977,2000-01-01 00:00:00+00:00,,20.0,word_list,7.0,145.0,Allison,1.0,crew,True
1289,lw1,0.0,1.0,word,42.13,stimuli/audio/lw1_1.wav,169.315,0.1400000000000005,2000-01-01 00:00:00+00:00,,21.0,sentence,0.0,145.0,Allison,1.0,Her,True
1292,lw1,0.0,1.0,word,43.02,stimuli/audio/lw1_1.wav,170.205,0.6099999999999994,2000-01-01 00:00:00+00:00,,21.0,sentence,2.0,145.0,Allison,1.0,expression,True
1302,lw1,0.0,1.0,word,43.63,stimuli/audio/lw1_1.wav,170.815,0.6499999999999986,2000-01-01 00:00:00+00:00,,21.0,sentence,3.0,145.0,Allison,1.0,completed,True
1312,lw1,0.0,1.0,word,44.28,stimuli/audio/lw1_1.wav,171.465,0.1299999999999954,2000-01-01 00:00:00+00:00,,21.0,sentence,4.0,145.0,Allison,1.0,the,True
1315,lw1,0.0,1.0,word,44.41,stimuli/audio/lw1_1.wav,171.595,0.6600000000000037,2000-01-01 00:00:00+00:00,,21.0,sentence,5.0,145.0,Allison,1.0,imposing,True
1323,lw1,0.0,1.0,word,45.07,stimuli/audio/lw1_1.wav,172.255,0.6300000000000026,2000-01-01 00:00:00+00:00,,21.0,sentence,6.0,145.0,Allison,1.0,effect,True
1329,lw1,0.0,1.0,word,46.12,stimuli/audio/lw1_1.wav,173.305,0.2300000000000039,2000-01-01 00:00:00+00:00,,22.0,sentence,0.0,145.0,Allison,1.0,She,True
1332,lw1,0.0,1.0,word,46.349999,stimuli/audio/lw1_1.wav,173.535,0.3300000000000054,2000-01-01 00:00:00+00:00,,22.0,sentence,1.0,145.0,Allison,1.0,picked,True
1337,lw1,0.0,1.0,word,46.679999,stimuli/audio/lw1_1.wav,173.865,0.8399999999999963,2000-01-01 00:00:00+00:00,,22.0,sentence,2.0,145.0,Allison,1.0,imaginary,True
1347,lw1,0.0,1.0,word,47.52,stimuli/audio/lw1_1.wav,174.705,0.3999999999999986,2000-01-01 00:00:00+00:00,,22.0,sentence,3.0,145.0,Allison,1.0,flecks,True
1353,lw1,0.0,1.0,word,47.92,stimuli/audio/lw1_1.wav,175.105,0.25,2000-01-01 00:00:00+00:00,,22.0,sentence,4.0,145.0,Allison,1.0,off,True
1356,lw1,0.0,1.0,word,48.19,stimuli/audio/lw1_1.wav,175.375,0.1900000000000048,2000-01-01 00:00:00+00:00,,22.0,sentence,5.0,145.0,Allison,1.0,her,True
1359,lw1,0.0,1.0,word,48.38,stimuli/audio/lw1_1.wav,175.565,0.4499999999999957,2000-01-01 00:00:00+00:00,,22.0,sentence,6.0,145.0,Allison,1.0,stark,True
1365,lw1,0.0,1.0,word,48.84,stimuli/audio/lw1_1.wav,176.025,0.269999999999996,2000-01-01 00:00:00+00:00,,22.0,sentence,7.0,145.0,Allison,1.0,gray,True
1369,lw1,0.0,1.0,word,49.11,stimuli/audio/lw1_1.wav,176.295,0.7999999999999972,2000-01-01 00:00:00+00:00,,22.0,sentence,8.0,145.0,Allison,1.0,jumpsuit,True
1377,lw1,0.0,1.0,word,50.12,stimuli/audio/lw1_1.wav,177.305,0.2000000000000028,2000-01-01 00:00:00+00:00,,22.0,sentence,9.0,145.0,Allison,1.0,and,True
